,Name,Label,Origin,Shape,Height,Width,Luminosity,Brightness
35023,PLATELET_822077.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,193.0753086419753,192.97385802469137
33887,PLATELET_378856.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.95341820987653,207.84213734567902
35418,PLATELET_982926.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.3370524691358,200.93993827160494
35386,PLATELET_966169.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,207.78261574074074,210.38603395061727
34120,PLATELET_472222.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.05712962962963,201.04598765432098
34480,PLATELET_603847.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,188.42970679012345,186.40999228395063
34844,PLATELET_757111.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.88099537037036,205.60114197530865
33588,PLATELET_282126.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.02902777777777,202.56925154320987
33490,PLATELET_242767.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,199.54037037037037,199.87554783950617
34488,PLATELET_606427.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.01882716049383,200.51521604938273
33190,PLATELET_128416.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,194.16266203703702,192.6128086419753
35177,PLATELET_884281.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.4234799382716,202.00056327160493
33713,PLATELET_319989.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.05770833333332,201.79072530864198
34330,PLATELET_548248.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,198.59408950617285,199.13945216049382
33389,PLATELET_202847.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.82222993827162,202.5855709876543
35455,PLATELET_999873.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,196.51318672839506,196.71094907407408
33797,PLATELET_351272.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.50351080246912,205.1538888888889
34593,PLATELET_644229.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,204.19934413580248,206.18515432098766
35172,PLATELET_881622.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,208.83746913580248,210.510362654321
35329,PLATELET_941903.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.92005401234567,207.279274691358
33170,PLATELET_122393.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.10047067901235,204.9766512345679
33241,PLATELET_144680.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,202.24453703703705,203.5711574074074
35248,PLATELET_91024.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,207.80620370370372,209.38342592592593
33675,PLATELET_309114.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,197.07968364197532,197.13293209876542
33811,PLATELET_354291.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,202.03094907407407,202.49005401234567
33428,PLATELET_217445.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,199.11989197530863,199.37740740740742
35131,PLATELET_863714.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,195.84461419753086,196.2445138888889
33956,PLATELET_40518.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.81020833333332,201.31536265432098
34969,PLATELET_800465.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.75672067901235,202.96310956790123
34884,PLATELET_767155.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.62286265432098,207.91967592592593
34602,PLATELET_64655.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,210.81787808641974,213.8666049382716
34208,PLATELET_506634.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,204.10800154320987,205.01195216049382
35279,PLATELET_924640.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,192.43,191.52269290123456
34429,PLATELET_586542.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,204.66726080246914,206.68587962962962
34494,PLATELET_60923.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,202.82877314814814,203.9762114197531
33714,PLATELET_320057.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.83023919753086,202.0604552469136
33524,PLATELET_25560.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,202.36869598765432,203.29130401234568
34217,PLATELET_510593.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,213.59185185185186,217.1671913580247
34135,PLATELET_476757.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,191.28734567901233,190.3629475308642
34042,PLATELET_443487.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.81399691358024,203.18950617283951
33386,PLATELET_20188.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,198.94478395061728,199.5192361111111
35371,PLATELET_961315.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.50131944444445,202.19449074074075
34778,PLATELET_725787.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.3329475308642,206.95066358024692
35435,PLATELET_989621.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.06327932098765,206.13063271604938
33589,PLATELET_282421.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.8361111111111,205.55720679012344
33712,PLATELET_319543.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,206.85123456790123,208.12575617283952
34121,PLATELET_472870.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,197.47530092592592,198.37614197530866
35001,PLATELET_813532.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.62043209876543,204.61547839506173
35407,PLATELET_976290.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,199.19314043209877,199.38921296296297
33824,PLATELET_358860.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,206.32462962962964,207.52587191358026
34530,PLATELET_621130.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.61380401234567,203.0549074074074
33462,PLATELET_234776.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,207.15806327160493,208.58489197530864
33365,PLATELET_195102.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,199.54389660493828,200.077399691358
35382,PLATELET_963675.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,184.78000771604937,182.47559413580248
34683,PLATELET_684589.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,210.293649691358,213.33784722222222
33316,PLATELET_177133.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,192.77269290123456,190.99707561728394
34896,PLATELET_771419.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,199.06408950617285,199.39612654320987
34349,PLATELET_556306.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,197.02492283950616,196.57470679012346
33735,PLATELET_328388.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.77923611111112,207.00974537037038
34806,PLATELET_740629.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,202.6539737654321,203.67692129629629
33819,PLATELET_35681.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.65197530864197,207.48195216049382
34572,PLATELET_636027.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,206.18549382716049,208.1273688271605
34872,PLATELET_764879.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.71172839506173,204.64143518518517
33634,PLATELET_296014.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,202.5427160493827,204.20872685185185
33265,PLATELET_157695.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.75754629629628,201.00225308641976
34216,PLATELET_509708.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.0199614197531,199.90604938271605
33810,PLATELET_354120.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,193.79749228395062,193.13970679012345
34547,PLATELET_627115.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.3209413580247,207.61917438271604
33372,PLATELET_198187.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,199.028125,198.97610339506173
34346,PLATELET_555215.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.29459104938272,207.2695910493827
34246,PLATELET_519764.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,204.09152777777777,206.08770833333332
35335,PLATELET_943254.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,195.3944675925926,195.24040895061728
34829,PLATELET_749872.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.50287037037037,205.2286574074074
33781,PLATELET_345071.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,206.66908179012347,209.12373456790124
34769,PLATELET_72344.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,207.97864197530865,210.66941358024692
35003,PLATELET_81382.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,195.86422067901233,195.43996141975308
33540,PLATELET_262428.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,206.9676774691358,208.80546296296296
33770,PLATELET_340543.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,196.880625,197.40479166666665
34360,PLATELET_560757.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,204.06889660493826,205.88336419753085
35425,PLATELET_985816.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,204.29875,205.40158950617283
33760,PLATELET_337552.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.96430555555557,205.7467438271605
34815,PLATELET_743475.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,208.5913811728395,211.4138811728395
34617,PLATELET_652010.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,206.14989197530863,208.3230401234568
34713,PLATELET_699114.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,206.56496141975308,207.8490200617284
34825,PLATELET_748199.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.95789351851852,201.35170524691358
34220,PLATELET_511420.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,199.66519290123458,200.97228395061728
34999,PLATELET_813097.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.30515432098767,201.45154320987655
34575,PLATELET_636919.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,183.46711419753086,181.78091049382715
34807,PLATELET_740712.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,210.457600308642,213.34252314814816
34390,PLATELET_572655.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.7951697530864,202.33225308641974
35205,PLATELET_894009.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.95125771604938,206.01162808641976
35280,PLATELET_924978.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,193.3120524691358,191.9785648148148
34885,PLATELET_767205.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,202.786512345679,204.49234567901235
33290,PLATELET_169281.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,202.4684336419753,202.95868827160493
33905,PLATELET_386366.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,206.02885802469135,208.234375
33297,PLATELET_171417.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,197.53168981481483,197.25090277777778
34890,PLATELET_768739.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.66757716049383,204.78496141975307
34302,PLATELET_538551.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,206.37398148148148,209.05024691358025
35351,PLATELET_953851.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.20987654320987,207.16239197530865
33293,PLATELET_169852.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,196.56748456790123,197.09860339506173
35093,PLATELET_84510.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,199.49831018518518,200.52482253086418
33200,PLATELET_133230.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.50074074074075,204.31122685185184
35190,PLATELET_888170.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.02239969135803,204.53422839506172
34397,PLATELET_575480.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,197.73202932098766,197.6641975308642
34788,PLATELET_730239.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,194.40746913580247,194.16824074074074
34871,PLATELET_764856.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,196.16360339506173,194.73537037037036
34259,PLATELET_525505.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,210.16994598765433,213.14832561728394
33963,PLATELET_409225.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.56100308641976,201.7683024691358
35129,PLATELET_862820.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,206.35386574074073,207.78979938271604
34195,PLATELET_500446.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,194.61052469135802,193.58287808641975
34586,PLATELET_641661.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,204.11276234567902,205.90297067901236
34239,PLATELET_517815.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,193.56256944444445,193.25166666666667
33205,PLATELET_133878.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,199.51895061728396,199.54510030864196
35045,PLATELET_827845.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,206.2261574074074,207.33939814814815
34975,PLATELET_804318.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,191.95685956790123,190.94640432098765
34901,PLATELET_773730.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,198.59621141975308,199.52828703703705
33689,PLATELET_312111.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,214.4697762345679,217.53324074074075
34468,PLATELET_599126.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.3567824074074,200.99125
34348,PLATELET_555614.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,196.6568287037037,196.4308950617284
33930,PLATELET_395198.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,211.37780864197532,214.61229938271606
34930,PLATELET_784587.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,198.03167438271606,198.45658179012347
33226,PLATELET_140524.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.67458333333335,201.3416435185185
34759,PLATELET_720086.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,194.9541975308642,194.91287037037037
33136,PLATELET_111953.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.19049382716048,206.36572530864197
33475,PLATELET_237971.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,195.14191358024692,194.5236574074074
35159,PLATELET_875743.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.26444444444445,207.280262345679
33649,PLATELET_302867.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,196.49546296296296,196.05189814814815
33484,PLATELET_240431.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.81003086419753,203.40114969135803
34322,PLATELET_545911.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.4971836419753,201.09246913580247
33204,PLATELET_133827.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.6000077160494,207.58243827160493
35406,PLATELET_976216.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.3682638888889,200.5597839506173
33732,PLATELET_327246.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,202.55444444444444,202.90646604938271
33805,PLATELET_352800.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,196.9542361111111,198.38099537037036
34583,PLATELET_639783.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.25128858024692,204.24055555555555
33321,PLATELET_181250.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.34067901234567,201.0682175925926
33239,PLATELET_144282.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,198.5894675925926,199.51231481481483
34292,PLATELET_535754.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,207.00975308641975,209.5179938271605
34552,PLATELET_628110.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.0367824074074,207.00961419753085
35333,PLATELET_942809.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,208.13019290123458,210.96738425925926
35157,PLATELET_874100.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,206.51462191358024,208.70554012345679
35125,PLATELET_859669.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.39695216049384,204.36837191358023
33766,PLATELET_339825.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.69417438271606,202.2314814814815
34579,PLATELET_637313.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,191.68766203703703,190.72808641975308
34812,PLATELET_742668.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,199.99216049382716,200.50922839506174
34021,PLATELET_437854.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.0967052469136,201.94030092592592
34832,PLATELET_751726.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,199.7029861111111,200.04835648148148
34129,PLATELET_474304.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,194.87667438271606,194.43324074074073
33816,PLATELET_355759.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,204.1195524691358,205.89889660493827
34820,PLATELET_746173.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,192.87775462962964,192.1695524691358
34715,PLATELET_699812.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,197.45984567901235,197.04078703703703
34790,PLATELET_731985.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.59719907407407,205.82854938271606
33244,PLATELET_145458.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.78490740740742,205.92606481481482
33693,PLATELET_312576.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.08183641975307,201.30897376543209
34725,PLATELET_70491.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,198.28014660493827,198.26599537037038
33576,PLATELET_279346.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,204.06957561728396,205.00988425925925
34288,PLATELET_533754.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.8408950617284,204.90035493827162
33382,PLATELET_200759.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,204.8537114197531,206.92693672839505
33972,PLATELET_411359.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.89560185185186,205.94981481481483
34492,PLATELET_609123.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,192.7103549382716,193.0189197530864
34963,PLATELET_798243.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,207.7078549382716,209.67043209876545
34196,PLATELET_501071.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.13939814814816,204.79019290123458
34082,PLATELET_459305.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,199.62552469135804,199.4425
34503,PLATELET_611350.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.78132716049382,203.1015972222222
33281,PLATELET_16161280.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.19945987654322,207.18033950617283
33996,PLATELET_425535.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.91292438271606,205.05061728395063
35439,PLATELET_99109.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,191.4504861111111,190.21980709876544
35447,PLATELET_994304.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.7150540123457,201.76496913580246
33263,PLATELET_156568.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,206.8338811728395,209.10222222222222
33962,PLATELET_408730.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,199.89401234567902,201.03933641975308
34393,PLATELET_573129.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.04537808641976,204.25155092592593
33925,PLATELET_392462.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.81618055555555,201.8523225308642
33644,PLATELET_299924.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,198.80745370370371,198.75434413580246
33219,PLATELET_138775.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,197.8904012345679,197.71154320987654
34142,PLATELET_478329.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.25122685185184,203.56685956790125
33385,PLATELET_201791.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,207.68421296296296,209.22677469135803
33425,PLATELET_215565.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.07510802469136,202.64784722222223
34113,PLATELET_468662.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,202.03661265432098,202.6458950617284
34137,PLATELET_476965.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,204.4874537037037,205.37424382716048
34425,PLATELET_58512.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,193.59493055555555,192.2701774691358
34171,PLATELET_488080.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,194.57241512345678,193.49033950617283
34188,PLATELET_498072.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.4736111111111,203.796875
33979,PLATELET_415362.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,198.8531172839506,198.64982253086418
35160,PLATELET_877257.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,208.58369598765432,210.6987962962963
35015,PLATELET_819387.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.6151311728395,206.8180787037037
33833,PLATELET_361352.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,187.8945910493827,185.5785262345679
34940,PLATELET_78819.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.41537037037037,202.97789351851853
33729,PLATELET_326299.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.5530709876543,208.05913580246914
34770,PLATELET_723672.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.8959722222222,201.26243827160494
34053,PLATELET_447668.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.1371913580247,204.91770833333334
34028,PLATELET_439757.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,194.32341820987654,194.06324845679012
33486,PLATELET_24104849.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,204.63493827160494,206.47776234567903
34506,PLATELET_611630.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.4144135802469,202.90265432098766
34338,PLATELET_551827.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,208.40913580246914,210.35734567901235
33563,PLATELET_273761.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.79226080246914,202.13635030864197
34347,PLATELET_555596.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,209.5365200617284,212.18971450617283
34690,PLATELET_689380.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,197.5203549382716,197.84837191358025
35116,PLATELET_855597.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.07502314814815,207.0332098765432
33618,PLATELET_291161.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,202.59475308641976,204.220262345679
35032,PLATELET_823874.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,200.87836419753086,201.57220679012346
34400,PLATELET_577901.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.84412037037038,208.25601851851852
35150,PLATELET_872783.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,206.852237654321,209.29243055555557
35137,PLATELET_865732.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,199.6714814814815,200.95355709876543
33379,PLATELET_200390.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,207.67675925925926,210.33038580246912
34379,PLATELET_568251.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,198.5366512345679,199.12549382716048
33734,PLATELET_327927.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.1009799382716,206.69379629629628
34440,PLATELET_590212.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.90880401234568,204.83785493827162
34802,PLATELET_739414.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,198.02226851851853,197.80557098765433
33218,PLATELET_138731.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,192.21412037037038,191.33368827160493
34902,PLATELET_773759.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.54141203703705,207.89408179012347
34437,PLATELET_58852.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.35926697530863,204.95882716049383
33957,PLATELET_40618.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,204.2345601851852,206.19068672839506
35294,PLATELET_930360.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,202.6316512345679,204.40355709876542
34793,PLATELET_734005.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,206.4766512345679,209.12127314814813
35088,PLATELET_844343.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,205.12639660493826,207.14050154320987
34694,PLATELET_692088.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,199.94243827160494,199.94091049382715
33620,PLATELET_292635.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,199.24877314814816,200.36143518518517
33374,PLATELET_19868.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,197.89060185185184,197.84591820987654
35168,PLATELET_879573.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,204.23096450617285,205.6054089506173
33348,PLATELET_189304.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.2520524691358,202.228387345679
35322,PLATELET_939662.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,197.19985339506172,196.619112654321
35367,PLATELET_960038.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,196.0582561728395,195.85023148148147
35238,PLATELET_905083.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,193.9258950617284,192.8391975308642
33813,PLATELET_354841.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,206.91011574074074,209.51747685185185
33601,PLATELET_285078.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,204.2134722222222,205.27684413580246
35050,PLATELET_829884.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,199.60431327160495,200.0042361111111
35379,PLATELET_963471.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,206.50932870370372,208.70914351851852
35444,PLATELET_993291.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,208.01001543209875,209.80218364197532
34119,PLATELET_472109.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,204.44047067901235,205.41172067901235
34035,PLATELET_441264.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,193.56707561728396,193.6470138888889
34608,PLATELET_648633.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,198.85425925925927,199.3579012345679
33497,PLATELET_244686.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,201.92987654320987,203.34528549382716
34700,PLATELET_694130.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,196.84636574074074,197.78020833333332
33801,PLATELET_351977.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,196.85208333333333,197.2445138888889
33590,PLATELET_282511.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,204.53749228395063,205.95641203703704
34903,PLATELET_773872.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,198.46093364197532,198.33428240740741
33346,PLATELET_188467.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,196.8139274691358,196.78697530864198
34640,PLATELET_665750.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,203.58729938271605,205.18802469135804
35109,PLATELET_852415.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,199.70452160493826,200.58295524691357
34973,PLATELET_803675.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,197.32627314814815,197.75590277777778
34534,PLATELET_622724.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,192.60439814814814,191.70600308641974
33640,PLATELET_29819.jpg,Platelet,Barcelona,"(363, 360, 3)",363,360,204.1233564814815,205.8485262345679
